ID,Date Reported,Calculated Received Date,Date Abated,Nearest Address,Square Feet Abated,Days to Abatement,Reporting Source,Year Reported,Month Reported,Day Reported,Calculated Received Year,Calculated Received Month,Calculated Received Day,Year Abated,Month Abated,Day Abated,Location,Latitude,Longitude
2453397,01/04/2022,01/05/2022,01/04/2022,"546 S Alma School Rd, Mesa, AZ, 85210",4,0.0,Self Reported (City Staff),2022,Jan,04,2022,Jan,05,2022,Jan,04,POINT (-111.857 33.4044),33.4044037,-111.8569172
2452644,01/04/2022,01/05/2022,01/04/2022,"7680 E Baseline Rd, Mesa, AZ, 85209",1,0.0,Self Reported (City Staff),2022,Jan,04,2022,Jan,05,2022,Jan,04,POINT (-111.666 33.3794),33.3793746,-111.6662056
2452893,01/04/2022,01/05/2022,01/04/2022,"Woodglen Square Condominiums, Mesa, AZ, 85210",9,0.0,Self Reported (City Staff),2022,Jan,04,2022,Jan,05,2022,Jan,04,POINT (-111.845 33.3627),33.3626733,-111.8445214
2453240,01/04/2022,01/05/2022,01/04/2022,"2257 N Winthrop Cir, Mesa, AZ, 85213",8,0.0,Self Reported (City Staff),2022,Jan,04,2022,Jan,05,2022,Jan,04,POINT (-111.771 33.4569),33.4568944,-111.7708069
2456476,01/05/2022,01/06/2022,01/05/2022,"1025 S Drew St, Mesa, AZ, 85210",90,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.832 33.3963),33.396306,-111.8317475
2454844,01/05/2022,01/06/2022,01/05/2022,"7569 E Guadalupe Rd, Mesa, AZ, 85212",1,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.671 33.3649),33.3649268,-111.671007
2455477,01/05/2022,01/06/2022,01/05/2022,"233 E Main St, Mesa, AZ, 85201",6,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.825 33.4139),33.4139237,-111.8248538
2454847,01/05/2022,01/06/2022,01/05/2022,"7580 E Guadalupe Rd, Mesa, AZ, 85212",1,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.671 33.365),33.364988,-111.6712732
2455437,01/05/2022,01/06/2022,01/05/2022,"233 E Main St, Mesa, AZ, 85201",10,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.825 33.4138),33.4137924,-111.8247609
2455852,01/05/2022,01/06/2022,01/05/2022,"8622 E Ocaso Ave, Mesa, AZ, 85212",2,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.648 33.3619),33.3618965,-111.6479323
2455231,01/05/2022,01/06/2022,01/05/2022,"1021 W Main St, Mesa, AZ, 85201",1,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.853 33.4147),33.4147421,-111.8532112
2456474,01/05/2022,01/06/2022,01/05/2022,"1025 S Drew St, Mesa, AZ, 85210",90,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.832 33.3963),33.396293,-111.831852
2454978,01/05/2022,01/06/2022,01/05/2022,"1840 W 8th Ave Mesa, AZ, 85202",1,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.871 33.4004),33.400356,-111.8710658
2455427,01/05/2022,01/06/2022,01/05/2022,"59 S Hibbert, Mesa, AZ, 85210",60,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.826 33.4137),33.4136853,-111.8257235
2455469,01/05/2022,01/06/2022,01/05/2022,"233 E Main St, Mesa, AZ, 85201",60,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.825 33.4139),33.4138847,-111.8248186
2455866,01/05/2022,01/06/2022,01/05/2022,"8617 E Ocaso Ave, Mesa, AZ, 85212",1,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.648 33.3615),33.3614811,-111.6482613
2455526,01/05/2022,01/06/2022,01/05/2022,"8636 E Onza Cir, Mesa, AZ, 85212",2,0.0,Mobile App (Public),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.648 33.3627),33.3627017,-111.6475095
2454976,01/05/2022,01/06/2022,01/05/2022,"1831 W 8th Ave, Mesa, AZ, 85202",1,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.871 33.4004),33.4003839,-111.8711421
2455292,01/05/2022,01/06/2022,01/05/2022,"52 S Mesa Dr, Mesa, AZ, 85210",1,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.824 33.4135),33.4135324,-111.823688
2455398,01/05/2022,01/06/2022,01/05/2022,"59 S Hibbert, Mesa, AZ, 85210",6,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.826 33.4137),33.4136928,-111.8256952
2455195,01/05/2022,01/06/2022,01/05/2022,"233 E Main St, Mesa, AZ, 85201",60,0.0,Mobile App (Public),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.825 33.414),33.4140035,-111.8245245
2455447,01/05/2022,01/06/2022,01/05/2022,"233 E Main St, Mesa, AZ, 85201",6,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.825 33.4139),33.4138919,-111.8249143
2455383,01/05/2022,01/06/2022,01/05/2022,"59 S Hibbert, Mesa, AZ, 85210",12,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.826 33.4136),33.4136414,-111.8256498
2455880,01/05/2022,01/06/2022,01/05/2022,"8558 E Portobello Cir, Mesa, AZ, 85212",8,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.649 33.361),33.3610146,-111.6485848
2455520,01/05/2022,01/06/2022,01/05/2022,"4224 E Southern Ave, Mesa, AZ, 85206",120,0.0,Website (Public),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.74 33.3939),33.39388,-111.7399414
2455438,01/05/2022,01/06/2022,01/05/2022,"233 E Main St, Mesa, AZ, 85201",4,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.825 33.4139),33.4139233,-111.824809
2456481,01/05/2022,01/06/2022,01/05/2022,"1025 S Drew St, Mesa, AZ, 85210",8,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.832 33.3964),33.3963924,-111.8317735
2455227,01/05/2022,01/06/2022,01/05/2022,"1021 W Main St, Mesa, AZ, 85201",2,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.853 33.4148),33.4147955,-111.8532836
2454840,01/05/2022,01/06/2022,01/05/2022,"2784 S Sossaman Rd, Mesa, AZ, 85209",6,0.0,Self Reported (City Staff),2022,Jan,05,2022,Jan,06,2022,Jan,05,POINT (-111.671 33.3651),33.3651134,-111.6708088
2457059,01/06/2022,01/10/2022,01/06/2022,"650 E Brown Rd-Alley, Mesa, AZ, 85203",20,0.0,Mobile App (Public),2022,Jan,06,2022,Jan,10,2022,Jan,06,POINT (-111.816 33.4372),33.4372403,-111.8163046
2457358,01/06/2022,01/10/2022,01/06/2022,"Moorings at Mesa Cove, Mesa, AZ, 85203",1,0.0,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,06,POINT (-111.818 33.437),33.4369623,-111.8178991
2457296,01/06/2022,01/10/2022,01/06/2022,"8558 E Navarro Ave, Mesa, AZ, 85209",0,0.0,Website (Public),2022,Jan,06,2022,Jan,10,2022,Jan,06,POINT (-111.649 33.3663),33.3663414,-111.6492033
2458807,01/06/2022,01/10/2022,01/10/2022,"AZ-101-LOOP N, Mesa, AZ, 85201",40,0.1,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,10,POINT (-111.891 33.4363),33.4363011,-111.8909563
2457831,01/06/2022,01/10/2022,01/06/2022,"144 S Mesa Dr, Mesa, AZ, 85210",6,0.0,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,06,POINT (-111.824 33.4113),33.4113243,-111.8236367
2457610,01/06/2022,01/10/2022,01/06/2022,"Mesa, AZ, 85213",1,0.0,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,06,POINT (-111.786 33.4176),33.4176277,-111.7860895
2457356,01/06/2022,01/10/2022,01/06/2022,"Moorings at Mesa Cove, Mesa, AZ, 85203",1,0.0,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,06,POINT (-111.817 33.437),33.4369563,-111.8173526
2458839,01/06/2022,01/10/2022,01/10/2022,"AZ-202-LOOP E, Mesa, AZ, 85201",60,0.2,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,10,POINT (-111.867 33.4385),33.4384645,-111.8669536
2457515,01/06/2022,01/10/2022,01/06/2022,"1055 N Wedgewood Dr, Mesa, AZ, 85203",1,0.0,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,06,POINT (-111.817 33.4346),33.4346454,-111.8166926
2458835,01/06/2022,01/10/2022,01/10/2022,"AZ-202-LOOP W, Mesa, AZ, 85201",60,0.2,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,10,POINT (-111.874 33.4368),33.4367675,-111.8741985
2456930,01/06/2022,01/10/2022,01/06/2022,"1113 S Signal Butte Rd, Mesa, AZ, 85208",8,0.0,Website (Public),2022,Jan,06,2022,Jan,10,2022,Jan,06,POINT (-111.598 33.3949),33.3949115,-111.5979463
2458812,01/06/2022,01/10/2022,01/10/2022,"AZ-101-LOOP S, Mesa, AZ, 85201",50,0.2,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,10,POINT (-111.891 33.4363),33.4362651,-111.8910029
2457637,01/06/2022,01/10/2022,01/06/2022,"Mesa, AZ, 85203",1,0.0,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,06,POINT (-111.786 33.4171),33.4171109,-111.7857435
2457826,01/06/2022,01/10/2022,01/06/2022,"171 S Pomeroy, Mesa, AZ, 85210",6,0.0,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,06,POINT (-111.824 33.4113),33.4112691,-111.8237058
2457581,01/06/2022,01/10/2022,01/06/2022,"Mesa, AZ, 85213",1,0.0,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,06,POINT (-111.787 33.4181),33.418057,-111.7865938
2457812,01/06/2022,01/10/2022,01/06/2022,"144 S Mesa Dr, Mesa, AZ, 85210",12,0.0,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,06,POINT (-111.824 33.4113),33.4112913,-111.8236196
2457667,01/06/2022,01/10/2022,01/06/2022,"Ambassador Downs, Mesa, AZ, 85204",1,0.0,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,06,POINT (-111.781 33.412),33.412001,-111.7807468
2458819,01/06/2022,01/10/2022,01/10/2022,"AZ-101-LOOP S, Mesa, AZ, 85201",20,0.1,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,10,POINT (-111.891 33.4363),33.4362719,-111.8910056
2457072,01/06/2022,01/10/2022,01/06/2022,"1045 N Wedgewood Dr, Mesa, AZ, 85203",120,0.0,Mobile App (Public),2022,Jan,06,2022,Jan,10,2022,Jan,06,POINT (-111.817 33.434),33.4340376,-111.8173134
2458841,01/06/2022,01/10/2022,01/10/2022,"1061 N Dobson Rd, Mesa, AZ, 85201",20,0.2,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,10,POINT (-111.866 33.4376),33.4376112,-111.8656214
2458829,01/06/2022,01/10/2022,01/10/2022,"AZ-202-LOOP W, Mesa, AZ, 85201",4,0.2,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,10,POINT (-111.878 33.4363),33.43628,-111.8781726
2457604,01/06/2022,01/10/2022,01/06/2022,"Mesa, AZ, 85203",1,0.0,Self Reported (City Staff),2022,Jan,06,2022,Jan,10,2022,Jan,06,POINT (-111.786 33.4176),33.4176141,-111.7862414
2459443,01/07/2022,01/10/2022,01/10/2022,"3464 E University Dr, Mesa, AZ, 85213",60,0.3,Self Reported (City Staff),2022,Jan,07,2022,Jan,10,2022,Jan,10,POINT (-111.757 33.4231),33.4231241,-111.7569828
2460808,01/07/2022,01/10/2022,01/10/2022,"176 W Main St-Alley, Mesa, AZ, 85210",60,0.2,Mobile App (Public),2022,Jan,07,2022,Jan,10,2022,Jan,10,POINT (-111.835 33.4145),33.4144748,-111.8350864
2460914,01/08/2022,01/10/2022,01/10/2022,"241 E 1st Ave, Mesa, AZ, 85210",30,0.3,Mobile App (Public),2022,Jan,08,2022,Jan,10,2022,Jan,10,POINT (-111.825 33.4127),33.4126573,-111.8250335
2461726,01/09/2022,01/10/2022,01/10/2022,"4815 E Elmwood St, Mesa, AZ, 85205",0,0.0,Website (Public),2022,Jan,09,2022,Jan,10,2022,Jan,10,POINT (-111.727 33.433),33.4329814,-111.7271563
2462708,01/10/2022,01/11/2022,01/10/2022,"1061 N Dobson Rd, Mesa, AZ, 85201",60,0.0,Self Reported (City Staff),2022,Jan,10,2022,Jan,11,2022,Jan,10,POINT (-111.866 33.4372),33.4372351,-111.8656923
2462441,01/10/2022,01/11/2022,01/10/2022,"AZ-202-LOOP W, Mesa, AZ, 85201",1,0.0,Self Reported (City Staff),2022,Jan,10,2022,Jan,11,2022,Jan,10,POINT (-111.877 33.4362),33.436168,-111.8774358
2462179,01/10/2022,01/11/2022,01/10/2022,0,20,0.0,Self Reported (City Staff),2022,Jan,10,2022,Jan,11,2022,Jan,10,POINT (-111.889 33.4337),33.4336968,-111.8891008
2462959,01/10/2022,01/11/2022,01/11/2022,"217 S Sirrine, Mesa, AZ, 85210",2,0.2,Phone/Email (Public),2022,Jan,10,2022,Jan,11,2022,Jan,11,POINT (-111.829 33.41),33.409989,-111.828547
2462801,01/10/2022,01/11/2022,01/10/2022,"18 S Macdonald, Mesa, AZ, 85210",30,0.0,Self Reported (City Staff),2022,Jan,10,2022,Jan,11,2022,Jan,10,POINT (-111.835 33.4142),33.4142383,-111.8349501
2462397,01/10/2022,01/11/2022,01/10/2022,"AZ-101-LOOP S, Mesa, AZ, 85201",50,0.0,Self Reported (City Staff),2022,Jan,10,2022,Jan,11,2022,Jan,10,POINT (-111.891 33.4348),33.4348301,-111.8909149
2462963,01/10/2022,01/11/2022,01/10/2022,"140 S Pomeroy, Mesa, AZ, 85210",10,0.0,Self Reported (City Staff),2022,Jan,10,2022,Jan,11,2022,Jan,10,POINT (-111.824 33.4118),33.4117525,-111.8238256
2462159,01/10/2022,01/11/2022,01/10/2022,"AZ-202-LOOP E, Mesa, AZ, 85201",60,0.0,Self Reported (City Staff),2022,Jan,10,2022,Jan,11,2022,Jan,10,POINT (-111.89 33.4337),33.4337493,-111.8900152
2462632,01/10/2022,01/11/2022,01/10/2022,"1061 N Dobson Rd, Mesa, AZ, 85201",3,0.0,Self Reported (City Staff),2022,Jan,10,2022,Jan,11,2022,Jan,10,POINT (-111.866 33.4378),33.4378058,-111.8657128
2462106,01/10/2022,01/11/2022,01/10/2022,0,6,0.0,Self Reported (City Staff),2022,Jan,10,2022,Jan,11,2022,Jan,10,POINT (-111.889 33.4336),33.4335757,-111.8889596
2462833,01/10/2022,01/11/2022,01/10/2022,"210 S Mesa Dr, Mesa, AZ, 85210",60,0.0,Mobile App (Public),2022,Jan,10,2022,Jan,11,2022,Jan,10,POINT (-111.823 33.4105),33.4104708,-111.8234918
2463285,01/10/2022,01/11/2022,01/11/2022,"10238 E Olla Ave, Mesa, AZ, 85212",10,0.2,Website (Public),2022,Jan,10,2022,Jan,11,2022,Jan,11,POINT (-111.613 33.3643),33.3643298,-111.6129398
2462116,01/10/2022,01/11/2022,01/10/2022,"AZ-202-LOOP E, Mesa, AZ, 85201",30,0.0,Self Reported (City Staff),2022,Jan,10,2022,Jan,11,2022,Jan,10,POINT (-111.891 33.4339),33.4339255,-111.8908904
2462364,01/10/2022,01/11/2022,01/10/2022,"4806 E Elmwood St, Mesa, AZ, 85205",40,0.0,Website (Public),2022,Jan,10,2022,Jan,11,2022,Jan,10,POINT (-111.727 33.4334),33.4334246,-111.7274541
2462150,01/10/2022,01/11/2022,01/10/2022,"AZ-202-LOOP E, Mesa, AZ, 85201",40,0.0,Self Reported (City Staff),2022,Jan,10,2022,Jan,11,2022,Jan,10,POINT (-111.889 33.4335),33.433542,-111.8887774
2462913,01/10/2022,01/11/2022,01/10/2022,"229 E 1st Ave, Mesa, AZ, 85210",60,0.0,Self Reported (City Staff),2022,Jan,10,2022,Jan,11,2022,Jan,10,POINT (-111.825 33.4128),33.4127508,-111.8251496
2462297,01/10/2022,01/11/2022,01/11/2022,"401 W Southern Ave, Mesa, AZ, 85210",1,0.3,Phone/Email (Public),2022,Jan,10,2022,Jan,11,2022,Jan,11,POINT (-111.84 33.3932),33.39323,-111.8401899
2465680,01/11/2022,01/12/2022,01/11/2022,"1235 N Center St, Mesa, AZ, 85201",1,0.0,Self Reported (City Staff),2022,Jan,11,2022,Jan,12,2022,Jan,11,POINT (-111.827 33.4368),33.4368099,-111.8268217
2465195,01/11/2022,01/12/2022,01/11/2022,"427 W Southern Ave, Mesa, AZ, 85210",1,0.0,Self Reported (City Staff),2022,Jan,11,2022,Jan,12,2022,Jan,11,POINT (-111.841 33.3932),33.3932192,-111.840932
2464910,01/11/2022,01/12/2022,01/11/2022,"10238 E Olla Ave, Mesa, AZ, 85212",10,0.0,Self Reported (City Staff),2022,Jan,11,2022,Jan,12,2022,Jan,11,POINT (-111.613 33.3644),33.3643546,-111.6129214
2465215,01/11/2022,01/12/2022,01/11/2022,"Mesa, AZ, 85210",10,0.0,Mobile App (Public),2022,Jan,11,2022,Jan,12,2022,Jan,11,POINT (-111.829 33.4138),33.4137624,-111.8292265
2465548,01/11/2022,01/12/2022,01/11/2022,"266 E 2nd Ave, Mesa, AZ, 85210",1,0.0,Self Reported (City Staff),2022,Jan,11,2022,Jan,12,2022,Jan,11,POINT (-111.824 33.4108),33.4107561,-111.8238622
2465191,01/11/2022,01/12/2022,01/11/2022,"403 W Southern Ave, Mesa, AZ, 85210",1,0.0,Self Reported (City Staff),2022,Jan,11,2022,Jan,12,2022,Jan,11,POINT (-111.84 33.3932),33.3932099,-111.8402242
2464845,01/11/2022,01/12/2022,01/12/2022,"130 S Mesa Dr, Mesa, AZ, 85210",15,0.1,Mobile App (Public),2022,Jan,11,2022,Jan,12,2022,Jan,12,POINT (-111.824 33.4118),33.4117874,-111.8235526
2465717,01/11/2022,01/12/2022,01/11/2022,"1201 N Freestone, Mesa, AZ, 85203",1,0.0,Self Reported (City Staff),2022,Jan,11,2022,Jan,12,2022,Jan,11,POINT (-111.811 33.4369),33.4368655,-111.811379
2465581,01/11/2022,01/12/2022,01/11/2022,"148 W 3rd Ave, Mesa, AZ, 85210",6,0.0,Self Reported (City Staff),2022,Jan,11,2022,Jan,12,2022,Jan,11,POINT (-111.836 33.409),33.4089581,-111.8355542
2465188,01/11/2022,01/12/2022,01/11/2022,"1210 S Country Club Dr, Mesa, AZ, 85210",1,0.0,Self Reported (City Staff),2022,Jan,11,2022,Jan,12,2022,Jan,11,POINT (-111.84 33.3931),33.3931252,-111.8402827
2464420,01/11/2022,01/12/2022,01/11/2022,"7427 E Hampton Ave, Mesa, AZ, 85209",10,0.0,Mobile App (Public),2022,Jan,11,2022,Jan,12,2022,Jan,11,POINT (-111.673 33.3898),33.389784,-111.672622
2465728,01/11/2022,01/12/2022,01/11/2022,"1206 N Miller Cir, Mesa, AZ, 85203",1,0.0,Self Reported (City Staff),2022,Jan,11,2022,Jan,12,2022,Jan,11,POINT (-111.809 33.4368),33.4368187,-111.8094795
2465584,01/11/2022,01/12/2022,01/11/2022,"160 W 3rd Ave, Mesa, AZ, 85210",6,0.0,Self Reported (City Staff),2022,Jan,11,2022,Jan,12,2022,Jan,11,POINT (-111.836 33.4089),33.4089323,-111.8359223
2466054,01/11/2022,01/12/2022,01/12/2022,"702 W 1st Pl, Mesa, AZ, 85201",30,0.1,Phone/Email (Public),2022,Jan,11,2022,Jan,12,2022,Jan,12,POINT (-111.846 33.4184),33.418418,-111.846279
2465182,01/11/2022,01/12/2022,01/11/2022,"W Southern Ave, Mesa, AZ, 85210",1,0.0,Self Reported (City Staff),2022,Jan,11,2022,Jan,12,2022,Jan,11,POINT (-111.84 33.3933),33.3932536,-111.840248
2468177,01/12/2022,01/13/2022,01/13/2022,"1255 S Country Club Dr, Mesa, AZ, 85210",6,0.1,Phone/Email (Public),2022,Jan,12,2022,Jan,13,2022,Jan,13,POINT (-111.839 33.3917),33.391672,-111.839386
2467141,01/12/2022,01/13/2022,01/12/2022,"1955 N Robson, Mesa, AZ, 85201",1,0.0,Self Reported (City Staff),2022,Jan,12,2022,Jan,13,2022,Jan,12,POINT (-111.836 33.4514),33.4513684,-111.8363745
2467197,01/12/2022,01/13/2022,01/12/2022,"1800 N Grand, Mesa, AZ, 85201",1,0.0,Self Reported (City Staff),2022,Jan,12,2022,Jan,13,2022,Jan,12,POINT (-111.836 33.4477),33.4476676,-111.8356471
2466874,01/12/2022,01/13/2022,01/12/2022,"644 W Main St, Mesa, AZ, 85201",1,0.0,Self Reported (City Staff),2022,Jan,12,2022,Jan,13,2022,Jan,12,POINT (-111.846 33.4163),33.4163183,-111.846125
2466764,01/12/2022,01/13/2022,01/12/2022,"158 S Date, Mesa, AZ, 85210",1,0.0,Self Reported (City Staff),2022,Jan,12,2022,Jan,13,2022,Jan,12,POINT (-111.844 33.4115),33.4114814,-111.8442903
2466790,01/12/2022,01/13/2022,01/12/2022,"207 S Extension Rd, Mesa, AZ, 85210",2,0.0,Self Reported (City Staff),2022,Jan,12,2022,Jan,13,2022,Jan,12,POINT (-111.848 33.4108),33.4107614,-111.8482164
2467246,01/12/2022,01/13/2022,01/12/2022,"W McLellan Rd-Alley, Mesa, AZ, 85201",1,0.0,Self Reported (City Staff),2022,Jan,12,2022,Jan,13,2022,Jan,12,POINT (-111.836 33.4445),33.4445485,-111.8356089
2467314,01/12/2022,01/13/2022,01/12/2022,"160 W Ivyglen St, Mesa, AZ, 85201",1,0.0,Self Reported (City Staff),2022,Jan,12,2022,Jan,13,2022,Jan,12,POINT (-111.835 33.446),33.4459824,-111.8353053
